# USINE V4.0
# File generated 12-05-2022 05:02:49
# Model1DKisoVc
# LI/O
# SolMod0DFF_phi0_670GV
# R [GV]       TOA [-]
5.53267e+01    1.25567e-01    
5.62651e+01    1.24627e-01    
5.72194e+01    1.23693e-01    
5.81900e+01    1.22765e-01    
5.91770e+01    1.21842e-01    
6.01807e+01    1.20925e-01    
6.12015e+01    1.20014e-01    
6.22396e+01    1.19109e-01    
6.32953e+01    1.18209e-01    
6.43689e+01    1.17315e-01    
6.54607e+01    1.16427e-01    
6.65711e+01    1.15545e-01    
6.77002e+01    1.14668e-01    
6.88485e+01    1.13797e-01    
7.00163e+01    1.12931e-01    
7.12039e+01    1.12071e-01    
7.24117e+01    1.11217e-01    
7.36399e+01    1.10369e-01    
7.48890e+01    1.09526e-01    
7.61592e+01    1.08688e-01    
7.74510e+01    1.07856e-01    
7.87647e+01    1.07030e-01    
8.01007e+01    1.06210e-01    
8.14594e+01    1.05394e-01    
8.28411e+01    1.04585e-01    
8.42462e+01    1.03781e-01    
8.56752e+01    1.02982e-01    
8.71284e+01    1.02189e-01    
8.86062e+01    1.01402e-01    
9.01092e+01    1.00620e-01    
9.16376e+01    9.98430e-02    
9.31919e+01    9.90718e-02    
9.47726e+01    9.83062e-02    
9.63801e+01    9.75460e-02    
9.80149e+01    9.67912e-02    
9.96774e+01    9.60419e-02    
1.01368e+02    9.52980e-02    
1.03088e+02    9.45596e-02    
1.04836e+02    9.38266e-02    
1.06614e+02    9.30990e-02    
1.08423e+02    9.23768e-02    
1.10262e+02    9.16600e-02    
1.12132e+02    9.09487e-02    
1.14034e+02    9.02428e-02    
1.15968e+02    8.95424e-02    
1.17935e+02    8.88474e-02    
1.19936e+02    8.81578e-02    
1.21970e+02    8.74737e-02    
1.24039e+02    8.67951e-02    
1.26143e+02    8.61220e-02    
1.28282e+02    8.54543e-02    
1.30458e+02    8.47922e-02    
1.32671e+02    8.41356e-02    
1.34921e+02    8.34846e-02    
1.37210e+02    8.28392e-02    
1.39537e+02    8.21994e-02    
1.41904e+02    8.15652e-02    
1.44311e+02    8.09366e-02    
1.46759e+02    8.03138e-02    
1.49248e+02    7.96968e-02    
1.51779e+02    7.90855e-02    
1.54354e+02    7.84800e-02    
1.56972e+02    7.78803e-02    
1.59635e+02    7.72866e-02    
1.62342e+02    7.66988e-02    
1.65096e+02    7.61170e-02    
1.67896e+02    7.55413e-02    
1.70744e+02    7.49716e-02    
1.73640e+02    7.44081e-02    
1.76585e+02    7.38507e-02    
1.79581e+02    7.32996e-02    
1.82627e+02    7.27547e-02    
1.85724e+02    7.22162e-02    
1.88874e+02    7.16841e-02    
1.92078e+02    7.11583e-02    
1.95336e+02    7.06390e-02    
1.98649e+02    7.01262e-02    
2.02019e+02    6.96199e-02    
2.05445e+02    6.91201e-02    
2.08930e+02    6.86269e-02    
2.12474e+02    6.81403e-02    
2.16078e+02    6.76603e-02    
2.19743e+02    6.71868e-02    
2.23470e+02    6.67199e-02    
2.27261e+02    6.62596e-02    
2.31115e+02    6.58058e-02    
2.35036e+02    6.53584e-02    
2.39022e+02    6.49176e-02    
2.43076e+02    6.44831e-02    
2.47199e+02    6.40550e-02    
2.51392e+02    6.36332e-02    
2.55656e+02    6.32176e-02    
2.59993e+02    6.28080e-02    
2.64403e+02    6.24045e-02    
2.68888e+02    6.20069e-02    
2.73448e+02    6.16151e-02    
2.78087e+02    6.12290e-02    
2.82803e+02    6.08484e-02    
2.87600e+02    6.04733e-02    
2.92478e+02    6.01034e-02    
2.97439e+02    5.97387e-02    
3.02485e+02    5.93791e-02    
3.07615e+02    5.90243e-02    
3.12833e+02    5.86743e-02    
3.18139e+02    5.83288e-02    
3.23535e+02    5.79878e-02    
3.29023e+02    5.76511e-02    
3.34604e+02    5.73185e-02    
3.40279e+02    5.69900e-02    
3.46051e+02    5.66654e-02    
3.51921e+02    5.63445e-02    
3.57890e+02    5.60272e-02    
3.63960e+02    5.57134e-02    
3.70134e+02    5.54029e-02    
3.76412e+02    5.50957e-02    
3.82797e+02    5.47916e-02    
3.89290e+02    5.44905e-02    
3.95893e+02    5.41923e-02    
4.02608e+02    5.38969e-02    
4.09437e+02    5.36042e-02    
4.16381e+02    5.33142e-02    
4.23444e+02    5.30266e-02    
4.30626e+02    5.27414e-02    
4.37931e+02    5.24586e-02    
4.45359e+02    5.21781e-02    
4.52913e+02    5.18998e-02    
4.60595e+02    5.16236e-02    
4.68407e+02    5.13495e-02    
4.76352e+02    5.10774e-02    
4.84432e+02    5.08072e-02    
4.92649e+02    5.05390e-02    
5.01005e+02    5.02726e-02    
5.09503e+02    5.00080e-02    
5.18145e+02    4.97451e-02    
5.26934e+02    4.94840e-02    
5.35872e+02    4.92245e-02    
5.44961e+02    4.89667e-02    
5.54205e+02    4.87105e-02    
5.63605e+02    4.84558e-02    
5.73165e+02    4.82027e-02    
5.82887e+02    4.79511e-02    
5.92773e+02    4.77010e-02    
6.02828e+02    4.74524e-02    
6.13053e+02    4.72052e-02    
6.23452e+02    4.69594e-02    
6.34026e+02    4.67149e-02    
6.44781e+02    4.64719e-02    
6.55717e+02    4.62302e-02    
6.66839e+02    4.59899e-02    
6.78150e+02    4.57508e-02    
6.89653e+02    4.55131e-02    
7.01351e+02    4.52767e-02    
7.13247e+02    4.50415e-02    
7.25345e+02    4.48076e-02    
7.37648e+02    4.45749e-02    
7.50160e+02    4.43435e-02    
7.62884e+02    4.41133e-02    
7.75824e+02    4.38843e-02    
7.88983e+02    4.36565e-02    
8.02366e+02    4.34299e-02    
8.15975e+02    4.32044e-02    
8.29816e+02    4.29802e-02    
8.43891e+02    4.27571e-02    
8.58205e+02    4.25351e-02    
8.72761e+02    4.23143e-02    
8.87565e+02    4.20947e-02    
9.02620e+02    4.18762e-02    
9.17930e+02    4.16587e-02    
9.33499e+02    4.14424e-02    
9.49333e+02    4.12272e-02    
9.65436e+02    4.10132e-02    
9.81811e+02    4.08002e-02    
9.98465e+02    4.05882e-02    
1.01540e+03    4.03774e-02    
1.03262e+03    4.01676e-02    
1.05014e+03    3.99589e-02    
1.06795e+03    3.97513e-02    
1.08607e+03    3.95447e-02    
1.10449e+03    3.93392e-02    
1.12322e+03    3.91347e-02    
1.14227e+03    3.89312e-02    
1.16165e+03    3.87288e-02    
1.18135e+03    3.85274e-02    
1.20139e+03    3.83271e-02    
1.22177e+03    3.81277e-02    
1.24249e+03    3.79293e-02    
1.26357e+03    3.77320e-02    
1.28500e+03    3.75357e-02    
1.30679e+03    3.73403e-02    
1.32896e+03    3.71459e-02    
1.35150e+03    3.69526e-02    
1.37442e+03    3.67602e-02    
1.39774e+03    3.65687e-02    
1.42145e+03    3.63783e-02    
1.44556e+03    3.61888e-02    
1.47007e+03    3.60003e-02    
1.49501e+03    3.58127e-02    
1.52037e+03    3.56261e-02    
1.54616e+03    3.54404e-02    
1.57238e+03    3.52557e-02    
1.59905e+03    3.50719e-02    
1.62617e+03    3.48890e-02    
1.65376e+03    3.47071e-02    
1.68181e+03    3.45261e-02    
1.71033e+03    3.43460e-02    
1.73935e+03    3.41668e-02    
1.76885e+03    3.39885e-02    
1.79885e+03    3.38111e-02    
1.82936e+03    3.36347e-02    
1.86039e+03    3.34591e-02    
1.89195e+03    3.32844e-02    
1.92404e+03    3.31106e-02    
1.95667e+03    3.29377e-02    
1.98986e+03    3.27657e-02    
2.02361e+03    3.25946e-02    
2.05794e+03    3.24243e-02    
2.09284e+03    3.22549e-02    
2.12834e+03    3.20863e-02    
2.16444e+03    3.19186e-02    
2.20116e+03    3.17518e-02    
2.23849e+03    3.15858e-02    
2.27646e+03    3.14207e-02    
2.31507e+03    3.12564e-02    
2.35434e+03    3.10929e-02    
2.39427e+03    3.09303e-02    
2.43489e+03    3.07685e-02    
2.47619e+03    3.06075e-02    
2.51819e+03    3.04474e-02    
2.56090e+03    3.02880e-02    
2.60434e+03    3.01295e-02    
2.64851e+03    2.99718e-02    
2.69343e+03    2.98149e-02    
2.73912e+03    2.96588e-02    
2.78558e+03    2.95035e-02    
2.83283e+03    2.93490e-02    
2.88088e+03    2.91953e-02    
2.92974e+03    2.90424e-02    
2.97944e+03    2.88902e-02    
3.02997e+03    2.87389e-02    
3.08137e+03    2.85883e-02    
3.13363e+03    2.84384e-02    
3.18679e+03    2.82894e-02    
3.24084e+03    2.81411e-02    
3.29581e+03    2.79936e-02    
3.35171e+03    2.78468e-02    
3.40856e+03    2.77008e-02    
3.46638e+03    2.75555e-02    
3.52518e+03    2.74110e-02    
3.58497e+03    2.72672e-02    
3.64578e+03    2.71242e-02    
3.70762e+03    2.69818e-02    
3.77050e+03    2.68403e-02    
3.83446e+03    2.66994e-02    
3.89950e+03    2.65593e-02    
3.96564e+03    2.64199e-02    
4.03290e+03    2.62812e-02    
4.10131e+03    2.61432e-02    
4.17087e+03    2.60059e-02    
4.24162e+03    2.58694e-02    
4.31357e+03    2.57335e-02    
4.38673e+03    2.55983e-02    
4.46114e+03    2.54639e-02    
4.53681e+03    2.53301e-02    
4.61376e+03    2.51970e-02    
4.69202e+03    2.50646e-02    
4.77160e+03    2.49329e-02    
4.85254e+03    2.48018e-02    
4.93485e+03    2.46715e-02    
5.01855e+03    2.45418e-02    
5.10367e+03    2.44128e-02    
5.19024e+03    2.42844e-02    
5.27828e+03    2.41567e-02    
5.36781e+03    2.40297e-02    
5.45885e+03    2.39033e-02    
5.55144e+03    2.37776e-02    
5.64561e+03    2.36525e-02    
5.74137e+03    2.35280e-02    
5.83875e+03    2.34042e-02    
5.93779e+03    2.32811e-02    
6.03850e+03    2.31586e-02    
6.14093e+03    2.30367e-02    
6.24509e+03    2.29154e-02    
6.35102e+03    2.27948e-02    
6.45874e+03    2.26748e-02    
6.56829e+03    2.25554e-02    
6.67970e+03    2.24366e-02    
6.79300e+03    2.23185e-02    
6.90822e+03    2.22009e-02    
7.02540e+03    2.20840e-02    
7.14456e+03    2.19677e-02    
7.26575e+03    2.18520e-02    
7.38899e+03    2.17368e-02    
7.51432e+03    2.16223e-02    
7.64177e+03    2.15084e-02    
7.77139e+03    2.13950e-02    
7.90321e+03    2.12823e-02    
8.03726e+03    2.11701e-02    
8.17359e+03    2.10585e-02    
8.31223e+03    2.09475e-02    
8.45322e+03    2.08370e-02    
8.59660e+03    2.07272e-02    
8.74241e+03    2.06179e-02    
8.89070e+03    2.05091e-02    
9.04150e+03    2.04010e-02    
9.19486e+03    2.02934e-02    
9.35082e+03    2.01863e-02    
9.50943e+03    2.00798e-02    
9.67073e+03    1.99739e-02    
9.83476e+03    1.98685e-02    
1.00016e+04    1.97636e-02    
1.01712e+04    1.96593e-02    
1.03437e+04    1.95556e-02    
1.05192e+04    1.94524e-02    
1.06976e+04    1.93497e-02    
1.08791e+04    1.92475e-02    
1.10636e+04    1.91459e-02    
1.12513e+04    1.90448e-02    
1.14421e+04    1.89443e-02    
1.16362e+04    1.88442e-02    
1.18335e+04    1.87447e-02    
1.20343e+04    1.86457e-02    
1.22384e+04    1.85472e-02    
1.24460e+04    1.84493e-02    
1.26571e+04    1.83518e-02    
1.28718e+04    1.82548e-02    
1.30901e+04    1.81584e-02    
1.33121e+04    1.80624e-02    
1.35379e+04    1.79670e-02    
1.37675e+04    1.78720e-02    
1.40011e+04    1.77776e-02    
1.42386e+04    1.76836e-02    
1.44801e+04    1.75901e-02    
1.47257e+04    1.74971e-02    
1.49754e+04    1.74046e-02    
1.52295e+04    1.73126e-02    
1.54878e+04    1.72211e-02    
1.57505e+04    1.71300e-02    
1.60176e+04    1.70394e-02    
1.62893e+04    1.69493e-02    
1.65656e+04    1.68596e-02    
1.68466e+04    1.67705e-02    
1.71324e+04    1.66817e-02    
1.74229e+04    1.65935e-02    
1.77185e+04    1.65057e-02    
1.80190e+04    1.64184e-02    
1.83246e+04    1.63315e-02    
1.86355e+04    1.62451e-02    
1.89516e+04    1.61591e-02    
1.92730e+04    1.60736e-02    
1.95999e+04    1.59885e-02    
1.99324e+04    1.59038e-02    
2.02705e+04    1.58197e-02    
2.06143e+04    1.57359e-02    
2.09639e+04    1.56526e-02    
2.13195e+04    1.55697e-02    
2.16811e+04    1.54873e-02    
2.20489e+04    1.54053e-02    
2.24229e+04    1.53237e-02    
2.28032e+04    1.52425e-02    
2.31900e+04    1.51618e-02    
2.35833e+04    1.50815e-02    
2.39833e+04    1.50016e-02    
2.43901e+04    1.49221e-02    
2.48038e+04    1.48430e-02    
2.52246e+04    1.47644e-02    
2.56524e+04    1.46862e-02    
2.60875e+04    1.46083e-02    
2.65300e+04    1.45309e-02    
2.69800e+04    1.44539e-02    
2.74377e+04    1.43773e-02    
2.79030e+04    1.43011e-02    
2.83763e+04    1.42253e-02    
2.88576e+04    1.41499e-02    
2.93471e+04    1.40749e-02    
2.98449e+04    1.40003e-02    
3.03511e+04    1.39260e-02    
3.08659e+04    1.38522e-02    
3.13895e+04    1.37787e-02    
3.19219e+04    1.37057e-02    
3.24634e+04    1.36330e-02    
3.30140e+04    1.35607e-02    
3.35740e+04    1.34887e-02    
3.41434e+04    1.34172e-02    
3.47226e+04    1.33460e-02    
3.53115e+04    1.32752e-02    
3.59105e+04    1.32048e-02    
3.65196e+04    1.31347e-02    
3.71390e+04    1.30650e-02    
3.77690e+04    1.29957e-02    
3.84096e+04    1.29268e-02    
3.90611e+04    1.28582e-02    
3.97236e+04    1.27899e-02    
4.03974e+04    1.27220e-02    
4.10826e+04    1.26545e-02    
4.17795e+04    1.25873e-02    
4.24881e+04    1.25205e-02    
4.32088e+04    1.24541e-02    
4.39417e+04    1.23879e-02    
4.46870e+04    1.23222e-02    
4.54450e+04    1.22568e-02    
4.62158e+04    1.21917e-02    
4.69997e+04    1.21269e-02    
4.77969e+04    1.20625e-02    
4.86077e+04    1.19985e-02    
4.94321e+04    1.19348e-02    
5.02706e+04    1.18714e-02    
5.11233e+04    1.18083e-02    
5.19904e+04    1.17456e-02    
5.28723e+04    1.16832e-02    
5.37691e+04    1.16211e-02    
5.46811e+04    1.15594e-02    
5.56086e+04    1.14980e-02    
5.65518e+04    1.14369e-02    
5.75110e+04    1.13761e-02    
5.84865e+04    1.13157e-02    
5.94786e+04    1.12555e-02    
6.04874e+04    1.11957e-02    
6.15134e+04    1.11362e-02    
6.25568e+04    1.10770e-02    
6.36178e+04    1.10182e-02    
6.46969e+04    1.09596e-02    
6.57943e+04    1.09013e-02    
6.69103e+04    1.08434e-02    
6.80452e+04    1.07857e-02    
6.91994e+04    1.07284e-02    
7.03731e+04    1.06714e-02    
7.15668e+04    1.06146e-02    
7.27807e+04    1.05582e-02    
7.40152e+04    1.05021e-02    
7.52706e+04    1.04462e-02    
